External_ID,Age,Gender,Screen_Time_Hours,Reaction_Time_ms,Memory_Score,Cognitive_Composite
U54438,33,Male,6.2,229.38,62,72.11
U54439,40,Female,6.6,210.84,99,90.46
U54440,28,Female,7.1,217.26,66,86.0
U54441,22,Male,10.7,557.1,63,10.4
U54442,31,Other,11.6,430.87,90,48.19
U54443,59,Other,11.4,325.39,87,68.25
U54444,40,Male,5.1,590.24,74,48.16
U54445,38,Female,3.3,233.12,87,92.5
U54446,48,Male,9.9,386.84,97,59.08
U54447,30,Male,3.1,217.49,92,88.64
U54448,41,Other,2.7,254.96,76,80.78
U54449,36,Female,5.3,385.68,56,46.39
U54450,21,Female,8.7,208.08,59,96.43
U54451,24,Male,1.9,340.64,72,77.88
U54452,35,Male,3.1,221.8,94,90.1
U54453,56,Female,11.2,290.73,80,72.28
U54454,42,Male,11.2,365.54,88,71.8
U54455,29,Male,8.7,280.02,42,62.42
U54456,34,Female,10.2,394.08,85,51.42
U54457,25,Female,2.1,316.18,61,80.65
U54458,20,Female,6.1,357.43,97,73.2
U54459,56,Male,11.1,432.03,53,42.83
U54460,55,Male,9.3,404.47,93,65.14
U54461,48,Male,3.2,550.68,54,22.78
U54462,52,Female,2.4,578.07,97,55.39
U54463,53,Male,9.7,243.26,76,82.11
U54464,49,Female,9.7,370.03,97,84.88
U54465,34,Female,4.1,371.68,74,67.56
U54466,27,Male,11.4,287.16,49,53.92
U54467,40,Male,5.3,588.21,99,39.29
U54468,20,Female,3.2,382.26,49,37.67
U54469,30,Male,11.2,507.28,61,32.69
U54470,51,Female,10.0,383.09,95,76.39
U54471,40,Male,8.0,545.0,45,25.69
U54472,45,Female,8.7,534.8,88,42.8
U54473,48,Male,10.8,232.21,58,74.34
U54474,43,Male,7.4,489.55,85,39.37
U54475,25,Other,6.2,294.91,80,80.27
U54476,38,Male,6.6,213.74,66,93.56
U54477,28,Female,2.2,411.22,48,51.6
U54478,20,Female,8.9,548.97,99,38.57
U54479,24,Female,10.3,570.58,51,19.09
U54480,55,Male,2.6,530.31,52,45.98
U54481,21,Male,11.2,219.16,78,94.19
U54482,46,Male,9.5,572.74,87,16.39
U54483,26,Male,8.9,279.28,80,81.26
U54484,26,Male,3.9,254.15,95,99.97
U54485,20,Female,10.4,269.83,64,72.11
U54486,34,Female,1.5,304.16,52,83.24
U54487,53,Female,1.6,577.96,43,24.25
U54488,27,Male,6.5,554.13,58,20.09
U54489,40,Female,2.4,363.14,42,42.76
U54490,35,Female,7.6,315.86,76,76.16
U54491,22,Female,8.5,379.96,49,35.74
U54492,43,Female,1.6,517.65,71,44.45
U54493,34,Male,5.1,277.73,52,70.76
U54494,35,Male,10.1,326.39,47,46.49
U54495,33,Female,4.7,283.6,90,77.86
U54496,21,Female,5.6,237.09,71,71.75
U54497,36,Female,1.6,594.62,70,30.32
U54498,33,Male,6.8,309.59,57,74.18
U54499,38,Female,2.1,593.4,89,55.81
U54500,53,Male,2.5,205.44,43,76.37
U54501,19,Female,8.0,491.56,42,25.05
U54502,46,Male,11.4,402.31,82,64.01
U54503,28,Male,7.5,273.39,56,70.74
U54504,42,Male,9.6,350.46,50,63.87
U54505,40,Female,3.6,432.53,40,36.91
U54506,31,Male,11.5,481.52,76,36.0
U54507,29,Male,8.3,492.56,40,7.72
U54508,28,Female,3.8,340.36,40,54.59
U54509,21,Male,5.5,304.14,40,69.58
U54510,27,Female,2.5,321.77,78,90.74
U54511,30,Female,4.8,256.82,97,100.0
U54512,46,Other,3.4,357.14,52,72.7
U54513,38,Male,2.1,450.52,78,62.32
U54514,51,Female,4.8,207.96,93,100.0
U54515,25,Female,11.1,471.44,65,20.38
U54516,51,Male,11.8,212.37,64,90.1
U54517,25,Female,8.4,422.82,77,63.33
U54518,46,Female,2.6,381.52,51,47.65
U54519,37,Female,1.8,430.38,71,56.73
U54520,56,Female,5.9,549.38,61,25.63
U54521,34,Male,3.6,278.29,92,100.0
U54522,56,Female,5.2,221.95,45,86.99
U54523,59,Male,3.8,423.45,71,72.18
U54524,45,Female,2.6,488.7,75,51.59
U54525,23,Male,11.1,589.26,65,0.04
U54526,54,Male,8.4,271.72,71,58.75
U54527,48,Male,6.8,504.88,67,45.03
U54528,24,Male,6.9,378.18,61,53.88
U54529,49,Female,2.6,525.16,83,43.95
U54530,48,Male,1.6,576.48,91,51.36
U54531,18,Female,4.0,453.34,43,37.72
U54532,19,Female,7.8,287.48,85,64.03
U54533,48,Male,2.6,480.83,72,41.56
U54534,31,Female,4.3,323.53,59,77.85
U54535,41,Female,2.8,328.37,84,83.43
U54536,30,Female,6.9,326.53,42,47.09
U54537,37,Female,3.5,232.31,73,87.45
U54538,28,Female,1.3,553.44,97,45.31
U54539,20,Male,7.7,362.0,49,57.64
U54540,26,Male,2.4,516.37,67,51.02
U54541,51,Male,10.9,427.42,99,81.65
U54542,27,Female,6.3,466.55,89,54.05
U54543,32,Male,8.7,270.89,81,77.3
U54544,23,Male,8.3,259.07,65,87.13
U54545,28,Male,8.9,293.58,92,86.24
U54546,52,Female,5.2,292.9,75,82.7
U54547,56,Male,5.4,346.8,51,51.54
U54548,46,Female,9.3,368.11,92,57.54
U54549,57,Female,10.7,313.37,53,53.2
U54550,47,Male,4.1,487.9,98,44.65
U54551,32,Female,10.3,296.18,85,72.15
U54552,19,Female,9.0,370.42,68,62.14
U54553,40,Female,8.3,565.72,86,48.72
U54554,30,Male,2.5,398.24,51,70.26
U54555,43,Female,11.1,592.04,77,20.86
U54556,54,Other,8.3,296.63,43,51.65
U54557,38,Male,7.1,537.71,46,15.21
U54558,38,Male,2.1,534.23,68,47.15
U54559,59,Female,1.8,235.97,65,99.59
U54560,22,Male,3.5,278.21,73,95.44
U54561,24,Male,11.2,398.05,95,56.9
U54562,41,Female,10.4,563.43,59,19.76
U54563,32,Female,3.2,295.06,82,77.78
U54564,21,Female,8.9,480.22,97,49.31
U54565,40,Male,9.4,419.34,60,56.33
U54566,42,Male,11.6,230.15,90,99.9
U54567,32,Male,3.0,308.1,89,100.0
U54568,30,Male,5.2,299.13,86,86.93
U54569,19,Other,5.5,399.25,63,56.33
U54570,55,Female,2.8,309.86,42,73.4
U54571,26,Female,3.9,282.48,49,76.39
U54572,40,Male,9.8,444.64,45,42.61
U54573,30,Female,11.1,296.64,74,80.25
U54574,54,Male,4.7,217.43,71,81.65
U54575,22,Male,7.0,352.82,88,69.56
U54576,34,Other,6.3,516.57,94,71.97
U54577,36,Male,2.7,261.87,72,100.0
U54578,39,Female,7.7,488.12,79,45.28
U54579,49,Female,8.6,458.45,40,42.05
U54580,39,Female,11.5,591.06,79,18.62
U54581,32,Female,5.7,340.42,67,65.07
U54582,54,Female,2.0,293.77,73,81.14
U54583,33,Female,2.7,330.5,60,59.99
U54584,50,Female,3.5,463.97,84,52.9
U54585,52,Female,6.2,436.91,59,47.42
U54586,34,Female,6.6,393.45,72,57.9
U54587,46,Other,1.9,253.84,49,86.4
U54588,28,Male,3.1,406.93,91,97.19
U54589,56,Female,9.4,352.46,90,72.14
U54590,34,Female,10.3,392.28,80,64.45
U54591,57,Male,1.9,576.0,94,55.03
U54592,45,Male,4.7,290.61,91,77.22
U54593,40,Male,8.1,414.92,48,47.08
U54594,36,Male,5.9,441.72,96,44.65
U54595,19,Female,8.7,585.12,41,16.49
U54596,42,Male,3.7,351.48,90,70.81
U54597,40,Female,5.7,329.16,92,81.31
U54598,39,Female,2.7,447.29,52,40.9
U54599,22,Female,2.6,361.44,49,53.84
U54600,36,Male,4.9,313.01,63,51.2
U54601,31,Female,11.1,398.24,86,62.88
U54602,45,Male,10.3,415.97,98,76.78
U54603,25,Female,2.0,412.23,90,80.86
U54604,35,Female,8.1,462.76,99,74.66
U54605,52,Female,6.7,292.14,41,64.36
U54606,20,Female,5.2,282.3,67,75.99
U54607,33,Male,6.6,216.99,63,85.22
U54608,23,Male,5.7,562.76,55,34.82
U54609,54,Female,5.9,411.67,68,52.36
U54610,42,Male,3.8,381.08,66,54.97
U54611,18,Female,3.0,232.08,78,100.0
U54612,48,Female,5.4,548.33,85,46.43
U54613,50,Female,5.9,527.62,59,14.11
U54614,29,Female,2.7,542.32,67,45.68
U54615,39,Female,9.5,513.1,67,20.81
U54616,21,Female,11.5,391.29,51,49.61
U54617,46,Female,1.3,524.52,44,44.69
U54618,49,Female,2.0,317.01,88,79.26
U54619,39,Female,10.8,445.4,50,32.75
U54620,59,Female,1.3,521.14,87,56.13
U54621,25,Female,7.8,310.78,79,74.66
U54622,33,Male,9.4,562.59,76,12.46
U54623,52,Female,6.5,395.37,88,72.49
U54624,27,Female,8.7,537.07,88,31.18
U54625,37,Other,1.1,298.45,75,80.61
U54626,52,Male,8.7,235.25,90,89.18
U54627,28,Male,11.4,423.05,53,43.21
U54628,39,Female,1.5,225.08,42,70.24
U54629,28,Female,6.9,296.64,92,84.13
U54630,27,Female,11.6,240.56,56,82.47
U54631,31,Female,11.4,204.43,75,88.43
U54632,34,Male,10.1,405.74,80,55.93
U54633,34,Female,11.9,499.99,54,24.12
U54634,54,Male,11.5,516.55,42,32.12
U54635,57,Female,7.1,557.62,74,28.87
U54636,26,Female,1.8,397.73,66,63.55
U54637,46,Male,1.3,281.55,94,100.0
U54638,44,Male,5.7,453.54,41,44.78
U54639,45,Female,4.1,446.4,53,52.35
U54640,39,Male,7.6,304.39,58,57.35
U54641,30,Female,8.9,474.95,43,35.71
U54642,33,Male,4.7,557.75,90,59.83
U54643,21,Female,1.7,476.29,78,63.83
U54644,24,Male,1.6,468.41,71,48.65
U54645,31,Female,6.8,224.18,88,100.0
U54646,22,Male,8.8,514.66,86,38.3
U54647,24,Female,3.2,543.22,79,39.2
U54648,27,Other,9.2,421.47,42,48.08
U54649,35,Female,2.6,491.28,81,69.94
U54650,20,Male,11.8,333.0,81,75.78
U54651,30,Male,5.3,300.66,44,66.1
U54652,30,Male,7.2,293.51,91,74.94
U54653,45,Male,1.5,352.54,49,61.45
U54654,33,Male,1.6,358.39,98,79.29
U54655,36,Female,8.0,253.71,62,75.36
U54656,41,Male,11.8,205.63,40,55.69
U54657,58,Male,8.4,539.68,43,19.57
U54658,34,Male,5.9,422.1,53,56.36
U54659,44,Female,5.5,589.46,51,19.43
U54660,35,Female,9.3,433.0,51,55.92
U54661,25,Female,6.3,270.91,61,82.46
U54662,51,Female,5.2,200.44,94,100.0
U54663,42,Male,10.0,489.9,82,55.15
U54664,23,Male,1.5,292.68,77,93.63
U54665,43,Male,6.3,595.21,48,32.85
U54666,58,Female,6.0,238.97,65,78.31
U54667,35,Male,9.7,465.64,59,39.7
U54668,26,Female,2.1,367.54,63,70.25
U54669,46,Female,2.4,397.25,85,81.69
U54670,52,Male,11.4,283.83,45,55.39
U54671,53,Male,11.4,473.64,98,50.98
U54672,44,Female,2.2,492.75,72,55.44
U54673,57,Male,4.0,599.77,95,42.46
U54674,24,Male,6.3,311.65,95,99.05
U54675,43,Female,6.4,438.18,84,81.01
U54676,25,Male,10.4,592.22,98,32.58
U54677,54,Male,1.3,584.92,67,21.64
U54678,35,Male,2.8,230.9,51,99.58
U54679,46,Male,10.0,486.58,98,42.34
U54680,43,Female,6.8,449.27,78,64.28
U54681,46,Other,5.5,341.84,58,66.22
U54682,54,Male,5.2,239.72,70,78.33
U54683,39,Female,2.1,520.69,90,60.57
U54684,59,Male,1.8,487.37,50,46.21
U54685,33,Other,8.4,212.98,85,81.16
U54686,20,Male,3.4,506.68,73,56.25
U54687,54,Female,2.1,380.22,84,70.18
U54688,40,Male,3.2,239.87,54,81.7
U54689,29,Female,2.7,298.16,62,87.8
U54690,50,Female,3.6,232.91,59,81.5
U54691,52,Male,10.9,323.1,43,64.72
U54692,58,Male,11.4,341.13,60,60.1
U54693,31,Male,5.0,507.93,94,45.7
U54694,41,Male,5.0,402.68,76,63.69
U54695,43,Male,8.5,455.79,69,37.58
U54696,27,Female,5.3,302.38,51,64.39
U54697,22,Female,3.6,386.36,79,68.93
U54698,40,Male,11.5,202.3,43,86.95
U54699,35,Female,11.0,396.02,88,78.78
U54700,28,Female,2.7,282.01,49,59.17
U54701,25,Female,11.5,303.86,71,54.37
U54702,50,Female,1.2,453.58,69,69.12
U54703,23,Female,7.4,403.12,43,46.45
U54704,32,Male,8.3,352.82,96,64.75
U54705,20,Male,2.3,273.16,59,86.56
U54706,30,Male,10.3,397.9,49,39.07
U54707,34,Female,6.6,212.84,98,81.31
U54708,43,Male,11.4,434.53,94,51.82
U54709,28,Female,10.8,402.83,72,55.42
U54710,52,Female,4.1,485.95,84,45.52
U54711,23,Female,5.0,569.43,79,23.14
U54712,56,Male,6.1,283.49,65,94.04
U54713,45,Male,7.6,305.25,69,66.26
U54714,48,Female,5.1,220.55,49,60.71
U54715,52,Female,5.4,376.19,88,83.22
U54716,37,Female,2.4,244.86,81,100.0
U54717,36,Female,8.3,207.04,74,100.0
U54718,30,Female,4.7,276.87,79,100.0
U54719,21,Male,6.5,409.58,68,63.43
U54720,23,Female,11.2,470.59,44,12.65
U54721,27,Male,1.6,575.46,51,25.11
U54722,59,Male,2.2,356.41,43,57.5
U54723,56,Male,9.3,262.2,85,76.01
U54724,22,Female,11.5,303.16,94,61.48
U54725,48,Male,8.6,431.69,87,71.43
U54726,52,Female,4.6,327.42,52,55.99
U54727,48,Male,11.9,476.64,42,28.51
U54728,59,Female,2.2,343.97,63,80.05
U54729,59,Female,11.1,337.53,64,51.22
U54730,47,Female,10.3,273.8,88,88.96
U54731,55,Female,7.2,247.74,48,53.33
U54732,32,Female,10.4,455.05,76,24.38
U54733,29,Female,8.6,419.73,66,57.68
U54734,55,Male,3.3,449.53,43,45.93
U54735,37,Female,8.7,574.47,71,23.56
U54736,34,Female,1.6,373.03,40,78.11
U54737,24,Male,3.6,332.21,62,63.63
U54738,25,Male,4.2,291.44,95,100.0
U54739,46,Female,7.3,290.08,96,100.0
U54740,37,Female,4.0,224.89,98,100.0
U54741,49,Female,9.0,472.49,70,41.15
U54742,57,Male,11.9,363.08,51,56.32
U54743,27,Male,8.4,254.56,61,66.37
U54744,30,Male,3.2,423.71,89,70.48
U54745,35,Male,4.3,461.97,63,38.64
U54746,43,Male,7.6,482.04,54,20.26
U54747,53,Male,3.6,550.58,65,51.92
U54748,29,Female,3.0,439.3,61,55.54
U54749,26,Female,1.0,591.49,67,27.56
U54750,20,Female,11.0,248.65,79,74.16
U54751,36,Male,3.1,361.82,45,66.51
U54752,56,Female,7.0,390.3,86,57.83
U54753,55,Female,9.1,579.01,66,5.93
U54754,55,Female,1.9,334.68,63,59.87
U54755,41,Male,8.3,284.92,54,88.56
U54756,44,Male,10.7,341.94,56,73.08
U54757,27,Male,6.7,450.9,46,54.08
U54758,29,Male,7.7,566.34,63,26.6
U54759,59,Female,10.8,356.65,82,60.26
U54760,35,Female,5.7,445.49,63,50.6
U54761,54,Male,1.6,207.99,63,100.0
U54762,56,Other,9.5,524.11,73,45.62
U54763,18,Female,7.5,528.58,48,22.53
U54764,53,Male,9.9,403.47,55,46.56
U54765,40,Female,11.0,324.97,88,67.32
U54766,22,Female,4.5,416.14,57,47.49
U54767,29,Male,7.5,264.39,57,83.04
U54768,33,Female,8.9,459.34,95,52.97
U54769,22,Male,7.9,299.23,76,74.78
U54770,33,Male,2.4,543.42,44,22.39
U54771,20,Male,2.4,520.66,60,53.9
U54772,57,Female,8.4,218.55,93,95.29
U54773,34,Male,3.5,350.08,69,69.94
U54774,28,Female,5.3,537.14,81,40.71
U54775,52,Female,3.6,284.53,85,98.54
U54776,53,Female,2.8,513.94,90,56.66
U54777,36,Female,2.8,343.27,60,83.73
U54778,29,Other,6.9,575.09,65,24.38
U54779,58,Female,1.5,394.04,52,52.02
U54780,19,Male,5.1,217.78,79,89.03
U54781,44,Male,8.5,309.65,41,55.98
U54782,45,Female,3.6,282.2,81,73.07
U54783,47,Female,3.2,329.73,54,67.22
U54784,54,Female,8.6,579.1,49,0.0
U54785,27,Female,3.6,422.91,56,44.12
U54786,52,Female,9.4,571.09,89,28.7
U54787,36,Female,11.4,505.97,63,18.91
U54788,35,Male,10.8,554.27,71,38.34
U54789,54,Female,3.8,311.04,55,52.72
U54790,20,Male,6.3,342.64,65,65.38
U54791,35,Male,7.2,546.1,61,27.46
U54792,38,Male,1.4,206.09,61,95.85
U54793,31,Male,3.6,450.46,94,66.76
U54794,52,Female,6.0,279.46,95,90.6
U54795,57,Male,7.0,330.37,73,78.78
U54796,57,Other,6.2,413.4,70,58.3
U54797,56,Female,1.4,203.41,98,100.0
U54798,59,Male,4.5,374.67,55,64.17
U54799,39,Female,2.3,396.49,78,68.01
U54800,58,Male,6.2,225.83,79,82.84
U54801,52,Female,2.6,582.77,43,12.09
U54802,26,Male,8.0,382.49,70,53.23
U54803,33,Female,5.7,370.92,72,62.19
U54804,36,Female,3.5,511.83,48,32.47
U54805,20,Female,9.2,289.37,96,85.55
U54806,47,Female,6.6,353.4,64,63.28
U54807,41,Male,5.1,463.57,99,63.49
U54808,18,Female,8.5,518.2,95,59.94
U54809,27,Male,11.4,523.62,98,42.23
U54810,48,Female,9.1,547.78,68,22.33
U54811,57,Male,7.4,283.88,54,74.21
U54812,57,Male,1.2,485.39,51,22.86
U54813,39,Male,3.2,344.38,83,93.52
U54814,40,Male,1.7,406.52,47,49.84
U54815,39,Male,8.4,299.57,77,68.47
U54816,18,Female,10.8,585.44,97,26.15
U54817,22,Male,9.4,316.66,69,64.0
U54818,43,Female,10.1,328.21,42,46.27
U54819,34,Female,3.7,387.65,92,76.42
U54820,51,Female,7.1,243.81,89,100.0
U54821,48,Female,5.2,461.72,51,28.31
U54822,51,Female,8.4,257.26,87,98.22
U54823,31,Male,4.2,204.81,62,98.13
U54824,29,Female,3.9,551.0,68,42.4
U54825,53,Female,3.1,433.02,71,50.06
U54826,32,Female,1.2,333.76,45,56.81
U54827,20,Female,7.6,334.38,67,71.77
U54828,26,Male,10.9,238.66,93,83.31
U54829,27,Male,3.6,446.45,99,81.29
U54830,22,Male,3.9,466.95,74,50.76
U54831,19,Male,10.4,347.81,74,55.81
U54832,43,Other,10.4,263.92,73,67.17
U54833,23,Other,9.8,533.13,59,18.9
U54834,23,Male,1.3,203.15,55,93.27
U54835,22,Female,10.1,227.92,78,100.0
U54836,45,Male,7.7,430.17,55,56.53
U54837,36,Male,4.6,245.14,86,96.9
U54838,41,Male,4.2,574.91,60,21.76
U54839,54,Female,5.7,280.97,66,53.52
U54840,43,Female,8.3,521.19,89,38.34
U54841,32,Male,6.6,599.73,97,44.44
U54842,58,Male,5.2,598.97,90,34.77
U54843,33,Male,7.0,232.5,62,82.59
U54844,48,Male,1.1,411.69,86,78.04
U54845,46,Female,8.5,504.31,94,56.84
U54846,39,Male,10.2,485.64,68,37.66
U54847,56,Female,2.9,329.93,44,58.96
U54848,36,Female,2.4,567.23,69,36.18
U54849,23,Male,7.0,237.72,64,84.68
U54850,52,Male,10.0,477.69,46,33.59
U54851,53,Male,5.6,569.17,68,30.28
U54852,32,Other,1.1,506.25,73,48.76
U54853,54,Female,10.8,357.53,54,40.75
U54854,34,Male,8.0,417.72,44,32.88
U54855,25,Female,4.2,451.88,61,44.83
U54856,30,Female,5.1,385.14,73,62.62
U54857,33,Female,8.6,286.84,54,71.87
U54858,22,Female,4.5,416.16,43,48.11
U54859,41,Female,8.6,335.15,94,72.68
U54860,43,Female,8.4,264.16,80,72.15
U54861,36,Male,11.3,374.24,61,48.2
U54862,20,Female,7.6,469.72,72,52.89
U54863,25,Male,7.1,307.0,47,61.52
U54864,43,Male,6.5,398.66,60,50.31
U54865,57,Male,10.0,526.27,56,12.67
U54866,48,Male,1.2,447.5,72,66.94
U54867,46,Female,2.9,564.82,48,27.09
U54868,48,Male,7.5,281.43,92,87.74
U54869,36,Male,4.6,526.94,60,48.68
U54870,37,Female,2.0,354.71,43,54.08
U54871,39,Female,5.3,578.91,92,46.44
U54872,46,Male,8.7,333.13,95,64.89
U54873,28,Male,11.4,374.94,71,57.29
U54874,18,Female,11.8,225.63,62,81.9
U54875,26,Female,2.7,532.79,53,26.81
U54876,35,Male,2.4,592.96,95,43.43
U54877,18,Female,7.6,256.05,93,80.68
U54878,22,Female,4.7,218.92,50,83.64
U54879,29,Female,6.9,226.81,55,90.85
U54880,45,Male,8.7,343.9,48,54.57
U54881,41,Male,1.4,494.22,67,48.77
U54882,54,Male,8.9,481.28,46,33.52
U54883,47,Male,9.5,451.76,52,37.62
U54884,36,Male,5.3,482.02,78,66.79
U54885,56,Female,2.2,288.18,90,100.0
U54886,57,Male,3.2,421.56,43,27.14
U54887,38,Female,1.5,453.65,56,52.36
U54888,40,Female,5.8,317.99,83,92.74
U54889,20,Male,8.5,583.92,49,17.57
U54890,26,Other,11.5,588.71,55,10.89
U54891,31,Male,2.0,419.96,79,80.01
U54892,48,Male,9.3,564.92,99,52.9
U54893,23,Other,9.8,586.97,44,13.19
U54894,18,Male,9.5,537.43,85,42.2
U54895,28,Male,11.6,255.65,65,74.59
U54896,38,Male,2.1,597.03,51,21.69
U54897,35,Male,8.5,509.8,79,39.28
U54898,41,Female,6.9,598.06,88,34.85
U54899,23,Female,4.6,202.76,90,98.23
U54900,51,Male,8.1,478.43,89,61.03
U54901,25,Male,7.0,482.26,56,41.0
U54902,34,Male,5.8,306.49,40,46.62
U54903,48,Female,9.0,257.05,61,71.5
U54904,47,Male,5.9,286.28,75,74.5
U54905,47,Male,6.6,419.41,78,58.04
U54906,19,Male,11.4,528.17,93,26.63
U54907,46,Female,5.6,514.29,81,35.87
U54908,33,Male,8.5,396.91,55,51.96
U54909,22,Female,2.4,353.72,93,71.97
U54910,23,Male,5.6,451.17,48,42.32
U54911,35,Male,7.8,522.86,70,35.2
U54912,30,Female,11.0,252.84,69,71.66
U54913,52,Female,4.0,442.1,82,45.66
U54914,21,Female,11.6,461.58,62,33.67
U54915,25,Male,6.8,567.81,70,38.95
U54916,50,Female,6.4,342.68,42,50.19
U54917,28,Female,2.8,309.73,70,73.7
U54918,24,Male,11.5,458.78,95,57.35
U54919,42,Male,8.1,355.38,43,32.42
U54920,36,Female,7.5,404.18,90,58.17
U54921,20,Female,1.3,270.48,84,83.81
U54922,59,Female,1.2,529.9,44,26.64
U54923,53,Male,2.6,448.4,60,67.75
U54924,18,Male,10.0,478.12,40,13.47
U54925,56,Female,5.3,526.68,72,42.53
U54926,59,Male,1.5,413.34,77,68.52
U54927,52,Female,8.9,398.79,80,50.18
U54928,28,Female,10.0,296.85,40,39.07
U54929,45,Female,11.1,368.45,55,41.06
U54930,24,Female,5.4,238.22,63,94.1
U54931,31,Male,11.3,276.66,53,72.08
U54932,38,Female,5.3,236.51,88,73.47
U54933,23,Male,9.2,314.97,45,50.88
U54934,53,Female,6.8,341.54,69,70.98
U54935,50,Male,6.9,302.64,67,71.01
U54936,24,Male,7.0,501.05,91,45.99
U54937,48,Female,11.3,454.42,91,54.95
U54938,44,Female,10.3,367.67,63,73.77
U54939,40,Male,3.0,373.81,59,59.78
U54940,18,Female,9.3,331.95,93,72.55
U54941,58,Female,6.9,273.86,49,69.61
U54942,43,Female,5.4,561.24,71,25.88
U54943,53,Male,5.2,466.8,81,70.7
U54944,52,Female,2.6,372.63,59,71.96
U54945,20,Female,6.3,429.14,67,58.23
U54946,37,Female,8.3,475.89,50,41.86
U54947,59,Female,4.7,394.38,40,40.04
U54948,38,Female,7.4,303.68,51,69.65
U54949,47,Male,10.4,262.9,44,69.44
U54950,55,Female,4.2,300.88,74,62.81
U54951,59,Male,2.8,365.63,52,63.26
U54952,47,Female,7.8,331.09,74,60.68
U54953,43,Male,1.6,378.33,88,81.16
U54954,23,Male,6.1,421.11,44,38.08
U54955,40,Female,8.0,272.62,75,81.06
U54956,24,Female,2.4,417.59,86,70.42
U54957,46,Female,2.5,388.23,77,60.36
U54958,37,Female,10.3,543.7,75,19.55
U54959,28,Female,4.6,309.23,89,97.62
U54960,23,Female,9.3,376.29,94,53.83
U54961,37,Male,5.5,377.38,96,69.05
U54962,44,Male,5.3,567.29,55,24.76
U54963,47,Female,9.1,474.1,76,54.63
U54964,33,Female,11.3,559.77,84,39.25
U54965,50,Female,11.8,482.12,98,51.77
U54966,32,Male,2.5,594.14,57,42.01
U54967,49,Female,7.8,280.25,80,70.83
U54968,38,Female,4.7,303.92,48,76.86
U54969,52,Male,7.5,325.61,77,54.0
U54970,57,Male,3.6,252.79,58,88.57
U54971,18,Male,7.8,278.4,46,71.3
U54972,43,Male,2.4,499.57,47,56.44
U54973,53,Male,3.6,249.58,85,82.06
U54974,44,Female,9.3,488.12,56,43.0
U54975,34,Male,7.7,208.17,67,79.68
U54976,32,Male,3.6,273.23,54,78.9
U54977,39,Female,11.2,214.52,47,55.73
U54978,43,Female,4.8,387.97,61,61.9
U54979,26,Male,3.0,448.22,88,43.5
U54980,50,Male,3.0,421.85,56,49.61
U54981,28,Female,5.6,319.6,85,74.39
U54982,36,Male,6.3,209.15,42,89.71
U54983,38,Female,4.6,536.06,53,34.9
U54984,59,Female,3.8,439.65,55,50.07
U54985,19,Female,11.3,457.11,51,30.5
U54986,28,Male,6.3,410.93,72,57.02
U54987,21,Male,8.9,497.63,81,54.37
U54988,25,Male,4.1,358.43,85,69.11
U54989,26,Male,2.3,261.78,94,100.0
U54990,57,Female,6.9,294.73,75,79.19
U54991,59,Male,9.9,205.07,94,88.27
U54992,59,Male,10.3,311.09,93,85.62
U54993,18,Male,5.6,452.02,47,33.02
U54994,42,Male,4.5,287.17,59,73.83
U54995,22,Female,6.3,306.64,88,78.46
U54996,31,Female,1.2,435.11,75,70.34
U54997,51,Female,4.6,225.85,91,98.12
U54998,26,Male,1.2,543.89,40,25.01
U54999,51,Female,1.4,309.12,52,79.74
U55000,34,Female,5.1,491.18,58,25.53
U55001,52,Female,10.9,437.52,77,39.07
U55002,55,Female,5.7,449.59,43,22.72
U55003,52,Female,9.1,350.35,79,49.2
U55004,55,Female,9.1,391.11,99,63.71
U55005,43,Male,7.8,495.87,94,56.06
U55006,51,Female,6.5,208.42,45,69.87
U55007,23,Female,4.6,393.29,40,59.49
U55008,55,Male,2.1,218.57,47,82.82
U55009,22,Female,3.9,579.09,63,37.11
U55010,29,Male,9.7,441.96,87,63.21
U55011,31,Male,5.5,556.95,98,31.34
U55012,27,Female,11.3,459.19,55,36.56
U55013,47,Male,6.3,252.13,89,98.35
U55014,28,Male,7.4,353.63,76,66.42
U55015,29,Male,7.8,341.42,65,59.38
U55016,57,Male,11.5,370.0,57,62.42
U55017,44,Female,5.9,408.96,84,57.35
U55018,18,Female,11.3,585.02,51,0.59
U55019,45,Other,2.9,417.49,80,86.05
U55020,37,Male,4.6,391.74,66,77.23
U55021,41,Male,7.4,305.39,91,86.12
U55022,44,Male,6.3,561.97,92,46.67
U55023,27,Other,4.0,423.99,72,64.69
U55024,44,Female,3.6,374.28,50,46.22
U55025,51,Male,7.1,411.47,67,73.97
U55026,59,Male,11.3,480.76,44,39.5
U55027,40,Male,11.0,301.65,85,79.74
U55028,33,Female,6.2,217.33,68,85.84
U55029,41,Female,11.7,371.36,94,54.28
U55030,44,Male,6.7,334.27,93,74.3
U55031,54,Female,6.2,246.47,89,84.3
U55032,29,Female,10.7,223.52,98,97.58
U55033,51,Male,1.2,289.27,40,83.33
U55034,50,Male,1.7,299.12,64,98.92
U55035,51,Female,11.6,577.65,60,8.73
U55036,28,Female,8.6,343.83,67,68.48
U55037,50,Female,1.7,229.27,83,100.0
U55038,45,Male,10.2,344.91,72,66.96
U55039,28,Male,4.9,502.11,41,39.48
U55040,56,Male,6.3,514.24,62,46.48
U55041,48,Male,10.3,359.03,83,60.23
U55042,47,Male,9.6,515.84,54,30.49
U55043,39,Female,6.7,588.38,71,7.61
